provider_id,name,name_conf,name_tag,address,address_conf,address_tag,phone,phone_conf,phone_tag,specialty,specialty_conf,specialty_tag,npi,npi_conf,npi_tag,provider_confidence,address_state,address_zip,address_city,phone_formatted,npi_valid,npi_checksum_passed,specialty_group,years_experience,inferred_degree,mci_registration_number,state_council_registration,registration_year,license_status,renewal_due_date,last_verified_date,career_stage,geo_region,timezone,enrichment_score,primary_specialty,inferred_medical_school,graduation_year,expiration_date,state
PRV_017,Jessica Moyer,1.0,confirmed,"738 Cardenas Valley Lake Julie, VA 13619",0.79,updated,+11554928139,0.8500000000000001,updated,dermatology,1.0,confirmed,18801505716,0.95,confirmed,0.918,VA,13619,738 Cardenas Valley Lake Julie,+11554928139,False,False,Specialized,26,MBBS,MCI-75595,TNMC-57097,1996,Active,2026-12-31,2024-07-31,Senior,South,Eastern,75,,Stanford University School of Medicine,1999,07-15-2027,VA
PRV_018,Emma Johns,1.0,confirmed,"82812 CANNON STREET NORTH CASSANDRA, PA 03048",0.91,confirmed,(807)853-8612x46964,0.685,suspect,oncology,1.0,confirmed,12062007827,0.95,confirmed,0.909,PA,82812,82812 CANNON STREET NORTH CASSANDRA,,False,False,Specialized,35,MBBS,MCI-31861,TNMC-27765,1989,Active,2029-12-31,2024-01-26,Senior,Northeast,Eastern,65,,Stanford University School of Medicine,1990,03-25-2028,PA
PRV_019,Haley Reyes,1.0,confirmed,USS DUNN FPO AE 28461,0.86,updated,736.974.5870x4536,0.72,updated,neurology,1.0,confirmed,11374843730,0.95,confirmed,0.906,,28461,,,False,False,Surgical,11,MBBS,MCI-71340,TNMC-12345,2012,Active,2027-12-31,2025-03-10,Mid,Unknown,Unknown,42,,Unknown,2014,01-23-2028,Unknown
PRV_020,Robert Thomas,1.0,confirmed,"761 JAMES FORKS NEW STEVEN, MO 64741",0.93,confirmed,001-593-047-8414x022,0.72,updated,pediatrics,1.0,confirmed,15821429778,0.95,confirmed,0.92,MO,64741,761 JAMES FORKS NEW STEVEN,,False,False,Primary Care,27,MBBS,MCI-67855,TNMC-46489,1998,Active,2028-12-31,2025-07-22,Senior,Midwest,Central,65,,Stanford University School of Medicine,1998,02-15-2028,MO
PRV_021,Brian Campos,1.0,confirmed,"3125 Angel Summit Suite 021 South Annette, RI 11312",0.79,updated,+11850045196,0.87,updated,neurology,1.0,confirmed,14347595233,0.95,confirmed,0.922,RI,11312,3125 Angel Summit Suite 021 South Annette,+11850045196,False,False,Surgical,14,MBBS,MCI-72526,TNMC-95007,2009,Active,2029-12-31,2025-10-18,Mid,Northeast,Eastern,75,,Columbia University College of Physicians and Surgeons,2011,12-21-2027,RI
PRV_022,Christian Smith,1.0,confirmed,"56767 HUTCHINSON PLAIN GARCIASIDE, MO 35516",0.9,confirmed,179.439.6939x558,0.685,suspect,neurology,1.0,confirmed,16323847932,0.95,confirmed,0.907,MO,56767,56767 HUTCHINSON PLAIN GARCIASIDE,,False,False,Surgical,15,MBBS,MCI-84708,TNMC-99953,2010,Active,2030-12-31,2024-03-07,Senior,Midwest,Central,65,,Duke University School of Medicine,2010,11-08-2027,MO
PRV_023,Sandra Brown,1.0,confirmed,"PSC 6274, BOX 7924 APO AP 99402",0.99,confirmed,981.339.1151x9553,0.6950000000000001,suspect,dermatology,1.0,confirmed,16011975664,0.95,confirmed,0.927,,99402,PSC 6274,,False,False,Specialized,11,MBBS,MCI-81582,TNMC-12345,2012,Active,2027-12-31,2025-04-12,Mid,Unknown,Unknown,48,,University of Florida College of Medicine,2014,10-16-2027,Unknown
PRV_024,Andrew Carter,1.0,confirmed,"7978 DANA RIDGES SUITE 781 NEW GREGORY, OR 85170",0.86,updated,+19543368046,0.915,confirmed,dermatology,1.0,confirmed,12195837140,0.95,confirmed,0.945,OR,85170,7978 DANA RIDGES SUITE 781 NEW GREGORY,+19543368046,False,False,Specialized,28,MBBS,MCI-99802,OMMC-97970,1997,Active,2027-12-31,2024-07-20,Senior,West,Pacific,75,,Stanford University School of Medicine,1997,03-05-2026,OR
PRV_025,Jesse Torres,1.0,confirmed,"65213 SARAH COURTS APT. 743 JAMESTON, KY 72306",1.0,confirmed,+14699722214,0.92,confirmed,pediatrics,1.0,confirmed,17648181261,0.95,confirmed,0.974,KY,65213,65213 SARAH COURTS APT. 743 JAMESTON,+14699722214,False,False,Primary Care,30,MBBS,MCI-37480,TNMC-92908,1992,Active,2027-12-31,2025-04-16,Senior,South,Eastern,75,,Unknown,1995,11-19-2027,KY
PRV_026,Joseph Weber MD,1.0,confirmed,"3438 Jason Branch Suite 466 Debrashire, CT 19732",0.77,updated,001-441-901-7303,0.72,updated,oncology,1.0,confirmed,19985738684,0.95,confirmed,0.8879999999999999,CT,19732,3438 Jason Branch Suite 466 Debrashire,,False,False,Specialized,11,MD,MCI-93277,TNMC-98895,2011,Active,2026-12-31,2024-12-09,Mid,Northeast,Eastern,65,,Yale School of Medicine,2014,01-11-2028,CT
PRV_027,Brianna Watson,1.0,confirmed,"6210 RANDY PINE SUITE 954 BRIGGSTOWN, AK 20445",0.94,confirmed,209.599.0676x8802,0.64,suspect,orthopedics,1.0,confirmed,18888166857,0.95,confirmed,0.906,AK,20445,6210 RANDY PINE SUITE 954 BRIGGSTOWN,,False,False,Surgical,18,MBBS,MCI-97124,TNMC-15609,2007,Active,2027-12-31,2025-01-10,Senior,West,Pacific,65,,University of Pennsylvania Perelman School of Medicine,2007,03-19-2027,AK
PRV_028,Michael Morgan,1.0,confirmed,"19057 Todd Falls Apt. 693 Ellenmouth, NJ 54427",0.79,updated,661.805.8877,0.7,updated,emergency,1.0,confirmed,16148542345,0.95,confirmed,0.8879999999999999,NJ,19057,19057 Todd Falls Apt. 693 Ellenmouth,+16618058877,False,False,Specialized,34,MBBS,MCI-84147,TNMC-71388,1990,Suspended,2030-12-31,2025-06-01,Senior,Northeast,Eastern,75,,Harvard Medical School,1991,01-09-2026,NJ
PRV_029,Michelle Smith,1.0,confirmed,USNS HERNANDEZ FPO AP 17755,0.89,updated,275-492-7630,0.6699999999999999,suspect,neurology,1.0,confirmed,18770946406,0.95,confirmed,0.902,,17755,,+12754927630,False,False,Surgical,24,MBBS,MCI-43089,TNMC-12345,2001,Active,2026-12-31,2025-05-15,Senior,Unknown,Unknown,52,,Unknown,2001,01-30-2027,Unknown
PRV_030,Rachel Long,1.0,confirmed,"8269 Rojas Inlet Apt. 339 New Jackborough, NV 97114",0.75,updated,829.509.2253x1859,0.655,suspect,dermatology,1.0,confirmed,15679138425,0.95,confirmed,0.8710000000000001,NV,97114,8269 Rojas Inlet Apt. 339 New Jackborough,,False,False,Specialized,11,MBBS,MCI-57720,TNMC-47922,2014,Inactive,2029-12-31,2023-12-23,Mid,West,Mountain,65,,"University of California, Los Angeles David Geffen School of Medicine",2014,02-04-2026,NV
PRV_031,Michael Contreras,1.0,confirmed,"8837 JEFFERSON FORGE PORT KAITLYNTON, NV 45574",0.85,updated,(165)644-8123x93877,0.65,suspect,oncology,1.0,confirmed,16557495692,0.3,suspect,0.76,NV,45574,8837 JEFFERSON FORGE PORT KAITLYNTON,,False,False,Specialized,23,MBBS,MCI-32448,TNMC-89005,1999,Active,2029-12-31,2025-03-18,Senior,West,Mountain,65,,Stanford University School of Medicine,2002,10-11-2027,NV
PRV_032,Tyrone Boyd,1.0,confirmed,Unit 7956 Box 7563 DPO AE 93164,0.79,updated,+10848253010,0.92,confirmed,pediatrics,1.0,confirmed,14907082272,0.3,suspect,0.8019999999999999,,93164,,+10848253010,False,False,Primary Care,15,MBBS,MCI-44378,TNMC-12345,2008,Active,2028-12-31,2025-08-05,Senior,Unknown,Unknown,52,,Unknown,2010,07-25-2025,Unknown
PRV_033,Ashley Murphy,1.0,confirmed,"1891 Vincent Flats Lydialand, AR 94277",0.77,updated,040-359-0191x56049,0.72,updated,dermatology,1.0,confirmed,12379758771,0.95,confirmed,0.8879999999999999,AR,94277,1891 Vincent Flats Lydialand,,False,False,Specialized,23,MBBS,MCI-50588,TNMC-34838,2002,Active,2027-12-31,2025-06-19,Senior,South,Central,65,,Duke University School of Medicine,2002,04-16-2025,AR
PRV_034,Madison Duffy,1.0,confirmed,"3739 ELLIOTT VIADUCT APT. 334 SOUTH CASSANDRAPORT, ID 17529",0.83,updated,(105)603-4240x160,0.615,suspect,oncology,1.0,confirmed,16987655765,0.95,confirmed,0.8789999999999999,ID,17529,3739 ELLIOTT VIADUCT APT. 334 SOUTH CASSANDRAPORT,,False,False,Specialized,27,MBBS,MCI-64577,TNMC-88286,1997,Active,2027-12-31,2025-06-18,Senior,West,Mountain,65,,Stanford University School of Medicine,1998,10-23-2028,ID
PRV_035,Diana Smith,1.0,confirmed,"5119 JOHN ISLE SUITE 136 RICHARDSONTON, AR 88109",0.9,confirmed,(237)100-5934x69366,0.69,suspect,pediatrics,1.0,confirmed,14359430144,0.95,confirmed,0.908,AR,88109,5119 JOHN ISLE SUITE 136 RICHARDSONTON,,False,False,Primary Care,19,MBBS,MCI-79153,TNMC-40840,2003,Active,2028-12-31,2024-03-09,Senior,South,Central,65,,Johns Hopkins University School of Medicine,2006,02-03-2026,AR
PRV_036,Robert Gonzales,1.0,confirmed,"8986 MALLORY CAPE JOHNSONMOUTH, MN 84259",0.95,confirmed,+19332789011,0.835,updated,dermatology,1.0,confirmed,12385333122,0.95,confirmed,0.9469999999999998,MN,84259,8986 MALLORY CAPE JOHNSONMOUTH,+19332789011,False,False,Specialized,17,MBBS,MCI-63484,TNMC-66839,2006,Active,2026-12-31,2025-02-17,Senior,Midwest,Central,75,,University of Colorado School of Medicine,2008,02-17-2026,MN
PRV_037,Gabriel Riley,1.0,confirmed,"100 Darrell Greens Sarahmouth, ME 44055",0.79,updated,361.282.1175,0.65,suspect,cardiology,1.0,confirmed,17349185126,0.95,confirmed,0.8779999999999999,ME,44055,100 Darrell Greens Sarahmouth,+13612821175,False,False,Surgical,16,MBBS,MCI-53529,TNMC-31039,2009,Active,2029-12-31,2025-09-21,Senior,Northeast,Eastern,75,,Unknown,2009,09-21-2027,ME
PRV_038,Amber Allen,1.0,confirmed,"8035 DEANNA STREET SUITE 040 PORT COREYBOROUGH, DE 37531",0.99,confirmed,1938149086,0.71,updated,pediatrics,1.0,confirmed,12744949518,0.95,confirmed,0.93,DE,37531,8035 DEANNA STREET SUITE 040 PORT COREYBOROUGH,+11938149086,False,False,Primary Care,19,MBBS,MCI-73774,TNMC-34778,2003,Active,2028-12-31,2024-07-09,Senior,South,Eastern,75,,"University of California, Los Angeles David Geffen School of Medicine",2006,01-11-2028,DE
PRV_039,Donald Mercado,1.0,confirmed,"38485 GINA POINTS NICOLEVIEW, AK 64927",0.91,confirmed,(529)069-5817,0.6599999999999999,suspect,orthopedics,1.0,confirmed,17949367308,0.95,confirmed,0.904,AK,38485,38485 GINA POINTS NICOLEVIEW,+15290695817,False,False,Surgical,22,MBBS,MCI-25068,TNMC-31915,2000,Active,2030-12-31,2025-10-03,Senior,West,Pacific,75,,Northwestern University Feinberg School of Medicine,2003,07-12-2027,AK
PRV_040,Roy Munoz,1.0,confirmed,"256 JOHNSON STREET SUITE 049 NORTH JUSTINHAVEN, RI 13331",0.87,updated,398.788.8912x39087,0.685,suspect,oncology,1.0,confirmed,19261967342,0.95,confirmed,0.901,RI,13331,256 JOHNSON STREET SUITE 049 NORTH JUSTINHAVEN,,False,False,Specialized,14,MBBS,MCI-43455,TNMC-11729,2010,Active,2030-12-31,2024-04-20,Mid,Northeast,Eastern,65,,"University of California, Los Angeles David Geffen School of Medicine",2011,01-20-2026,RI
PRV_041,Robert Barnett,1.0,confirmed,"86750 JERMAINE LODGE APT. 854 NORTH WANDA, MN 73432",0.95,confirmed,001-593-222-4882x8044,0.62,suspect,dermatology,1.0,confirmed,16233410939,0.95,confirmed,0.904,MN,86750,86750 JERMAINE LODGE APT. 854 NORTH WANDA,,False,False,Specialized,18,MBBS,MCI-36812,TNMC-64420,2005,Active,2030-12-31,2025-11-08,Senior,Midwest,Central,65,,University of Washington School of Medicine,2007,03-30-2027,MN
PRV_042,Cheryl Brooks,1.0,confirmed,"7190 Mccormick Walk Suite 928 Chasehaven, CO 51977",0.79,updated,001-291-774-9824x0853,0.635,suspect,emergency,1.0,confirmed,14713072276,0.95,confirmed,0.875,CO,51977,7190 Mccormick Walk Suite 928 Chasehaven,,False,False,Specialized,11,MBBS,MCI-18918,TNMC-43156,2011,Active,2026-12-31,2025-01-18,Mid,West,Mountain,65,,"University of California, Los Angeles David Geffen School of Medicine",2014,12-19-2026,CO
PRV_043,Kristen Mitchell,1.0,confirmed,"985 Joseph Trace Apt. 453 Port Shawnhaven, MS 99220",0.76,updated,001-396-899-9873x338,0.7,updated,orthopedics,1.0,confirmed,19118470651,0.95,confirmed,0.882,MS,99220,985 Joseph Trace Apt. 453 Port Shawnhaven,,False,False,Surgical,33,MBBS,MCI-60978,TNMC-96404,1990,Active,2030-12-31,2023-12-24,Senior,South,Eastern,65,,Stanford University School of Medicine,1992,01-28-2027,MS
PRV_044,Ariana Edwards,1.0,confirmed,UNIT 7585 BOX 7384 DPO AE 77915,0.98,confirmed,(230)906-9403,0.675,suspect,neurology,1.0,confirmed,15225695142,0.3,suspect,0.791,,77915,,+12309069403,False,False,Surgical,25,MBBS,MCI-58945,TNMC-12345,2000,Active,2030-12-31,2025-09-25,Senior,Unknown,Unknown,52,,Unknown,2000,01-13-2027,Unknown
PRV_045,Jonathan Mills,1.0,confirmed,"371 CYNTHIA RIVER PORT JOSEPH, MA 54422",0.85,updated,483.823.0564x0223,0.6599999999999999,suspect,dermatology,1.0,confirmed,18295448768,0.95,confirmed,0.892,MA,54422,371 CYNTHIA RIVER PORT JOSEPH,,False,False,Specialized,16,MBBS,MCI-75737,TNMC-14855,2006,Active,2026-12-31,2025-04-14,Senior,Northeast,Eastern,65,,"University of California, Los Angeles David Geffen School of Medicine",2009,02-28-2027,MA
PRV_046,Renee Berger,1.0,confirmed,"925 JOHN ISLANDS KAYLASHIRE, MD 44213",0.92,confirmed,+11781076409,0.81,updated,emergency,1.0,confirmed,14947145824,0.95,confirmed,0.936,MD,44213,925 JOHN ISLANDS KAYLASHIRE,+11781076409,False,False,Specialized,35,MBBS,MCI-35313,TNMC-71566,1988,Active,2028-12-31,2025-07-20,Senior,South,Eastern,75,,Northwestern University Feinberg School of Medicine,1990,09-05-2025,MD
PRV_047,Michelle Park,1.0,confirmed,"918 RODRIGUEZ CAPE NORTH ANDREW, NH 12232",0.95,confirmed,+10050011407,0.8400000000000001,updated,oncology,1.0,confirmed,15222612702,0.95,confirmed,0.948,NH,12232,918 RODRIGUEZ CAPE NORTH ANDREW,+10050011407,False,False,Specialized,25,MBBS,MCI-75200,TNMC-84208,1997,Active,2027-12-31,2024-05-24,Senior,Northeast,Eastern,75,,Stanford University School of Medicine,2000,11-03-2028,NH
PRV_048,Molly Gould,1.0,confirmed,"9875 PENA SHORE PORT WILLIAMCHESTER, DC 66684",0.84,updated,+17201601604,0.8500000000000001,updated,orthopedics,1.0,confirmed,16232138195,0.95,confirmed,0.928,DC,66684,9875 PENA SHORE PORT WILLIAMCHESTER,+17201601604,False,False,Surgical,25,MBBS,MCI-56369,TNMC-66035,1998,Active,2028-12-31,2025-03-17,Senior,Unknown,Unknown,65,,Stanford University School of Medicine,2000,10-26-2027,Unknown
PRV_049,Connor Taylor,1.0,confirmed,"811 Waters Squares Port Carlside, RI 11509",0.79,updated,001-790-208-0489,0.655,suspect,oncology,1.0,confirmed,11929708482,0.3,suspect,0.749,RI,11509,811 Waters Squares Port Carlside,,False,False,Specialized,30,MBBS,MCI-65962,TNMC-95447,1993,Active,2028-12-31,2025-06-04,Senior,Northeast,Eastern,65,,Stanford University School of Medicine,1995,05-19-2028,RI
PRV_050,Maria Harvey,1.0,confirmed,"802 LOPEZ TRACK APT. 448 KRYSTALBURGH, MO 99052",0.82,updated,967-061-3732x2627,0.63,suspect,neurology,1.0,confirmed,13693996865,0.95,confirmed,0.8800000000000001,MO,99052,802 LOPEZ TRACK APT. 448 KRYSTALBURGH,,False,False,Surgical,31,MBBS,MCI-59139,TNMC-31273,1993,Active,2028-12-31,2025-08-08,Senior,Midwest,Central,65,,Duke University School of Medicine,1994,04-17-2025,MO
PRV_051,Dana Allen,1.0,confirmed,"957 Allen Squares Lake Colleen, NE 09804",0.79,updated,+13697724597,0.885,updated,dermatology,1.0,confirmed,16425669004,0.95,confirmed,0.925,NE,09804,957 Allen Squares Lake Colleen,+13697724597,False,False,Specialized,33,MBBS,MCI-63254,TNMC-37755,1989,Active,2029-12-31,2025-10-20,Senior,Midwest,Central,75,,Duke University School of Medicine,1992,10-19-2028,NE
PRV_052,Sara Santos,1.0,confirmed,"27729 Cortez Cliffs Lake Miranda, DE 43454",0.75,updated,(146)401-5940x0289,0.69,suspect,oncology,1.0,confirmed,11964116029,0.95,confirmed,0.8779999999999999,DE,27729,27729 Cortez Cliffs Lake Miranda,,False,False,Specialized,34,MBBS,MCI-22164,TNMC-71284,1990,Active,2030-12-31,2025-03-09,Senior,South,Eastern,65,,Stanford University School of Medicine,1991,06-15-2027,DE
PRV_053,Jennifer Rivera,1.0,confirmed,"9065 Briggs Canyon Suite 848 West Michellefort, OK 72470",0.77,updated,645-096-4275,0.62,suspect,emergency,1.0,confirmed,19183983961,0.3,suspect,0.738,OK,72470,9065 Briggs Canyon Suite 848 West Michellefort,+16450964275,False,False,Specialized,29,MBBS,MCI-76754,TNMC-36161,1993,Active,2028-12-31,2025-11-30,Senior,South,Central,75,,Stanford University School of Medicine,1996,09-17-2028,OK
PRV_054,Tara Warner,1.0,confirmed,"87439 RUIZ SQUARES SUITE 617 WEST STEVENSIDE, OH 67938",0.91,confirmed,0455067923,0.625,suspect,orthopedics,1.0,confirmed,13529591597,0.95,confirmed,0.897,OH,87439,87439 RUIZ SQUARES SUITE 617 WEST STEVENSIDE,+10455067923,False,False,Surgical,31,MBBS,MCI-46820,TNMC-22068,1993,Active,2028-12-31,2024-12-24,Senior,Midwest,Central,75,,Northwestern University Feinberg School of Medicine,1994,06-15-2025,OH
PRV_055,Michelle Jackson,1.0,confirmed,"24225 HARRISON MOUNTAINS PEREZMOUTH, AK 40973",0.88,updated,691.024.8907x821,0.645,suspect,pediatrics,1.0,confirmed,14551995657,0.95,confirmed,0.8949999999999999,AK,24225,24225 HARRISON MOUNTAINS PEREZMOUTH,,False,False,Primary Care,25,MBBS,MCI-66059,TNMC-55200,2000,Active,2030-12-31,2025-06-02,Senior,West,Pacific,65,,Harvard Medical School,2000,01-14-2026,AK
PRV_056,Brandi Martin,1.0,confirmed,"3222 Andrew Springs Meganville, NJ 54527",0.79,updated,+11315243633,0.81,updated,neurology,1.0,confirmed,18852676502,0.95,confirmed,0.91,NJ,54527,3222 Andrew Springs Meganville,+11315243633,False,False,Surgical,31,MBBS,MCI-21152,TNMC-17394,1993,Active,2028-12-31,2025-05-01,Senior,Northeast,Eastern,75,,Stanford University School of Medicine,1994,04-22-2027,NJ
PRV_057,Dr. Joan Rivera,1.0,confirmed,"6393 THOMAS HARBOR VICTORIAFURT, HI 59643",0.87,updated,001-344-482-3359x5683,0.675,suspect,emergency,1.0,confirmed,16609732041,0.95,confirmed,0.899,HI,59643,6393 THOMAS HARBOR VICTORIAFURT,,False,False,Specialized,24,MBBS,MCI-99527,TNMC-19882,1999,Active,2029-12-31,2023-12-20,Senior,West,Pacific,65,,Stanford University School of Medicine,2001,12-17-2026,HI
