provider_id,name,name_conf,name_tag,address,address_conf,address_tag,phone,phone_conf,phone_tag,specialty,specialty_conf,specialty_tag,npi,npi_conf,npi_tag,provider_confidence
PRV_036,Robert Gonzales,1.0,confirmed,"8986 MALLORY CAPE JOHNSONMOUTH, MN 84259",0.95,confirmed,+19332789011,0.835,updated,dermatology,1.0,confirmed,12385333122,0.95,confirmed,0.9469999999999998
PRV_037,Gabriel Riley,1.0,confirmed,"100 Darrell Greens Sarahmouth, ME 44055",0.79,updated,361.282.1175,0.65,suspect,cardiology,1.0,confirmed,17349185126,0.95,confirmed,0.8779999999999999
PRV_038,Amber Allen,1.0,confirmed,"8035 DEANNA STREET SUITE 040 PORT COREYBOROUGH, DE 37531",0.99,confirmed,1938149086,0.71,updated,pediatrics,1.0,confirmed,12744949518,0.95,confirmed,0.93
PRV_039,Donald Mercado,1.0,confirmed,"38485 GINA POINTS NICOLEVIEW, AK 64927",0.91,confirmed,(529)069-5817,0.6599999999999999,suspect,orthopedics,1.0,confirmed,17949367308,0.95,confirmed,0.9039999999999999
PRV_040,Roy Munoz,1.0,confirmed,"256 JOHNSON STREET SUITE 049 NORTH JUSTINHAVEN, RI 13331",0.87,updated,398.788.8912x39087,0.685,suspect,oncology,1.0,confirmed,19261967342,0.95,confirmed,0.901
PRV_041,Robert Barnett,1.0,confirmed,"86750 JERMAINE LODGE APT. 854 NORTH WANDA, MN 73432",0.95,confirmed,001-593-222-4882x8044,0.62,suspect,dermatology,1.0,confirmed,16233410939,0.95,confirmed,0.9039999999999999
PRV_042,Cheryl Brooks,1.0,confirmed,"7190 Mccormick Walk Suite 928 Chasehaven, CO 51977",0.79,updated,001-291-774-9824x0853,0.635,suspect,emergency,1.0,confirmed,14713072276,0.95,confirmed,0.875
PRV_043,Kristen Mitchell,1.0,confirmed,"985 Joseph Trace Apt. 453 Port Shawnhaven, MS 99220",0.76,updated,001-396-899-9873x338,0.7,updated,orthopedics,1.0,confirmed,19118470651,0.95,confirmed,0.882
PRV_044,Ariana Edwards,1.0,confirmed,UNIT 7585 BOX 7384 DPO AE 77915,0.98,confirmed,(230)906-9403,0.675,suspect,neurology,1.0,confirmed,15225695142,0.3,suspect,0.791
PRV_045,Jonathan Mills,1.0,confirmed,"371 CYNTHIA RIVER PORT JOSEPH, MA 54422",0.85,updated,483.823.0564x0223,0.6599999999999999,suspect,dermatology,1.0,confirmed,18295448768,0.95,confirmed,0.892
PRV_046,Renee Berger,1.0,confirmed,"925 JOHN ISLANDS KAYLASHIRE, MD 44213",0.92,confirmed,+11781076409,0.81,updated,emergency,1.0,confirmed,14947145824,0.95,confirmed,0.9359999999999999
PRV_047,Michelle Park,1.0,confirmed,"918 RODRIGUEZ CAPE NORTH ANDREW, NH 12232",0.95,confirmed,+10050011407,0.8400000000000001,updated,oncology,1.0,confirmed,15222612702,0.95,confirmed,0.9480000000000001
PRV_048,Molly Gould,1.0,confirmed,"9875 PENA SHORE PORT WILLIAMCHESTER, DC 66684",0.84,updated,+17201601604,0.8500000000000001,updated,orthopedics,1.0,confirmed,16232138195,0.95,confirmed,0.9279999999999999
PRV_049,Connor Taylor,1.0,confirmed,"811 Waters Squares Port Carlside, RI 11509",0.79,updated,001-790-208-0489,0.655,suspect,oncology,1.0,confirmed,11929708482,0.3,suspect,0.749
PRV_050,Maria Harvey,1.0,confirmed,"802 LOPEZ TRACK APT. 448 KRYSTALBURGH, MO 99052",0.82,updated,967-061-3732x2627,0.63,suspect,neurology,1.0,confirmed,13693996865,0.95,confirmed,0.8800000000000001
PRV_051,Dana Allen,1.0,confirmed,"957 Allen Squares Lake Colleen, NE 09804",0.79,updated,+13697724597,0.885,updated,dermatology,1.0,confirmed,16425669004,0.95,confirmed,0.925
PRV_052,Sara Santos,1.0,confirmed,"27729 Cortez Cliffs Lake Miranda, DE 43454",0.75,updated,(146)401-5940x0289,0.69,suspect,oncology,1.0,confirmed,11964116029,0.95,confirmed,0.8779999999999999
PRV_053,Jennifer Rivera,1.0,confirmed,"9065 Briggs Canyon Suite 848 West Michellefort, OK 72470",0.77,updated,645-096-4275,0.62,suspect,emergency,1.0,confirmed,19183983961,0.3,suspect,0.738
PRV_054,Tara Warner,1.0,confirmed,"87439 RUIZ SQUARES SUITE 617 WEST STEVENSIDE, OH 67938",0.91,confirmed,0455067923,0.625,suspect,orthopedics,1.0,confirmed,13529591597,0.95,confirmed,0.897
PRV_055,Michelle Jackson,1.0,confirmed,"24225 HARRISON MOUNTAINS PEREZMOUTH, AK 40973",0.88,updated,691.024.8907x821,0.645,suspect,pediatrics,1.0,confirmed,14551995657,0.95,confirmed,0.8949999999999999
PRV_056,Brandi Martin,1.0,confirmed,"3222 Andrew Springs Meganville, NJ 54527",0.79,updated,+11315243633,0.81,updated,neurology,1.0,confirmed,18852676502,0.95,confirmed,0.9099999999999999
PRV_057,Dr. Joan Rivera,1.0,confirmed,"6393 THOMAS HARBOR VICTORIAFURT, HI 59643",0.87,updated,001-344-482-3359x5683,0.675,suspect,emergency,1.0,confirmed,16609732041,0.95,confirmed,0.899
PRV_058,Mr. Christopher Hill Jr.,1.0,confirmed,USS WILLIAMS FPO AP 84502,0.98,confirmed,(112)144-0657,0.69,suspect,cardiology,1.0,confirmed,14282693902,0.95,confirmed,0.924
PRV_059,David Silva,1.0,confirmed,"038 GARCIA FORDS APT. 083 NEW ASHLEETON, MO 26422",0.84,updated,001-426-823-6035x1340,0.69,suspect,neurology,1.0,confirmed,14939339977,0.95,confirmed,0.8959999999999999
PRV_060,Erika Clark,1.0,confirmed,"35083 MARIAH TRAIL WILKINSONMOUTH, ND 64853",0.86,updated,437.244.2093x712,0.655,suspect,pediatrics,1.0,confirmed,15684003010,0.95,confirmed,0.893
PRV_061,Eric Gilbert,1.0,confirmed,"78257 LEWIS CAMP AMYBERG, UT 38087",0.91,confirmed,(286)000-5290x391,0.64,suspect,dermatology,1.0,confirmed,17788869683,0.95,confirmed,0.9
PRV_062,Eric Solis,1.0,confirmed,"4636 HEATHER FORGE JAMESSHIRE, WA 48813",0.87,updated,(858)858-8052,0.665,suspect,emergency,1.0,confirmed,18491549962,0.95,confirmed,0.897
PRV_063,Alec Finley,1.0,confirmed,"12601 MICHELE PLAZA APT. 137 PORT LAURAMOUTH, SC 00698",0.81,updated,001-264-040-3181x0063,0.69,suspect,orthopedics,1.0,confirmed,18995506831,0.95,confirmed,0.89
PRV_064,Kelly Gardner,1.0,confirmed,"9910 ANDREA BRIDGE BOWMANSTAD, NE 88700",0.94,confirmed,613.795.9471x243,0.635,suspect,neurology,1.0,confirmed,18421977096,0.95,confirmed,0.905
PRV_065,John Scott,1.0,confirmed,"43144 KELLEY VILLAGES LAKE DYLANSHIRE, MO 53817",0.86,updated,161-328-0448x85033,0.615,suspect,oncology,1.0,confirmed,14950089340,0.95,confirmed,0.885
PRV_066,Meghan Ho,1.0,confirmed,"30127 JENNIFER STREET WEST CHRISTOPHER, ME 95623",0.93,confirmed,163-408-8069x96504,0.62,suspect,orthopedics,1.0,confirmed,19105736915,0.95,confirmed,0.9
PRV_067,Erika Cooper,1.0,confirmed,"70898 STANLEY HIGHWAY PAULLAND, ND 65936",1.0,confirmed,430.445.4729x3801,0.6,suspect,orthopedics,1.0,confirmed,12686260271,0.95,confirmed,0.9099999999999999
PRV_068,Brent Phillips,1.0,confirmed,"670 Cantu Villages Apt. 323 Lake Jeffreyview, FL 39995",0.75,updated,(951)222-3697,0.64,suspect,emergency,1.0,confirmed,18184485310,0.95,confirmed,0.868
PRV_069,Gary Vazquez,1.0,confirmed,Unit 1684 Box 6273 DPO AA 05403,0.76,updated,9571943619,0.655,suspect,neurology,1.0,confirmed,19440101466,0.95,confirmed,0.873
PRV_070,Joanna Swanson,1.0,confirmed,USCGC MURRAY FPO AE 02716,0.93,confirmed,201-414-6659x71196,0.7,updated,dermatology,1.0,confirmed,17063386865,0.95,confirmed,0.916
PRV_071,Carlos Johnson,1.0,confirmed,"1320 MELISSA GROVES SUITE 406 SMITHFURT, ND 25772",0.89,updated,+18511306874,0.8200000000000001,updated,pediatrics,1.0,confirmed,12749873370,0.95,confirmed,0.932
PRV_072,Rhonda Smith,1.0,confirmed,"6534 SARAH VALLEY SUITE 350 DARLENESIDE, CO 69246",0.89,updated,001-823-394-7001x03935,0.725,updated,pediatrics,1.0,confirmed,14623272663,0.95,confirmed,0.9129999999999999
PRV_073,Michelle Brooks,1.0,confirmed,"5202 SHERRY VIEWS APT. 007 WEST HALEYPORT, HI 82183",0.91,confirmed,001-884-897-0145x6235,0.72,updated,emergency,1.0,confirmed,15550990659,0.3,suspect,0.786
PRV_074,Linda Morrison,1.0,confirmed,"6253 Smith Gardens Suite 281 Port Jenniferchester, OR 53172",0.76,updated,(445)306-3717x354,0.615,suspect,emergency,1.0,confirmed,16245795714,0.95,confirmed,0.865
PRV_075,Abigail Nash,1.0,confirmed,"0018 WANG AVENUE APT. 989 TRAVISBOROUGH, IA 67070",0.9,confirmed,512.613.6101x167,0.665,suspect,oncology,1.0,confirmed,13636248983,0.95,confirmed,0.9029999999999999
PRV_076,Brandon Osborne,1.0,confirmed,"56449 ANDREW VALLEY APT. 728 LEVISHIRE, MO 68192",0.92,confirmed,(904)335-4786,0.625,suspect,dermatology,1.0,confirmed,18784664414,0.3,suspect,0.769
PRV_077,Carolyn Hudson,1.0,confirmed,"95640 DANIEL WELL PORT RICHARD, RI 17350",0.98,confirmed,+16398936992,0.855,updated,dermatology,1.0,confirmed,19768978377,0.3,suspect,0.827
PRV_078,Ryan Serrano,1.0,confirmed,"047 Kerri Circle West Paul, UT 88172",0.76,updated,987.395.1770x800,0.7050000000000001,updated,neurology,1.0,confirmed,19634051089,0.95,confirmed,0.883
PRV_079,Matthew Horne,1.0,confirmed,"3510 CHARLES TRACK EAST BRANDONFURT, WA 32093",0.93,confirmed,(255)041-0781,0.645,suspect,neurology,1.0,confirmed,15869307106,0.95,confirmed,0.905
PRV_080,Vanessa Graham,1.0,confirmed,"50773 GARY CENTER APT. 524 EAST DENISEBURY, WY 08046",0.99,confirmed,515-015-9796,0.64,suspect,orthopedics,1.0,confirmed,14130548527,0.95,confirmed,0.916
PRV_081,James Delgado,1.0,confirmed,"PSC 2752, BOX 3432 APO AA 29238",0.82,updated,+14447976746,0.8049999999999999,updated,orthopedics,1.0,confirmed,19988640258,0.95,confirmed,0.915
PRV_082,Jennifer Gilmore,1.0,confirmed,"313 JEFF CROSSROAD SARATON, DC 46245",0.8,updated,118.139.1685x753,0.64,suspect,pediatrics,1.0,confirmed,14203073312,0.95,confirmed,0.8779999999999999
PRV_083,Tonya Rivera,1.0,confirmed,"78124 ANDREW REST APT. 726 PORT TERESAMOUTH, IL 05186",0.95,confirmed,206.191.8114x3271,0.61,suspect,neurology,1.0,confirmed,19560545756,0.95,confirmed,0.9019999999999999
PRV_084,Eric Villanueva,1.0,confirmed,"6957 HARVEY LOCKS APT. 349 ALISHAMOUTH, WY 21550",0.82,updated,675-900-1433x0001,0.65,suspect,neurology,1.0,confirmed,12265949871,0.3,suspect,0.754
PRV_085,Mike Mason,1.0,confirmed,"95597 JACKSON GLEN APT. 997 JOSEPHBOROUGH, PA 75069",0.93,confirmed,157.238.0507x5322,0.6799999999999999,suspect,pediatrics,1.0,confirmed,14892429078,0.95,confirmed,0.9119999999999999
PRV_086,Jordan Mullins,1.0,confirmed,"PSC 7264, BOX 1562 APO AP 12314",0.91,confirmed,+17592241619,0.885,updated,neurology,1.0,confirmed,18420196173,0.95,confirmed,0.9490000000000001
PRV_087,Maria Clay,1.0,confirmed,"74982 Stein Mills Suite 820 Gomezberg, AL 43315",0.79,updated,(438)879-4086,0.625,suspect,cardiology,1.0,confirmed,13431764004,0.95,confirmed,0.873
PRV_088,James White,1.0,confirmed,"940 YVONNE RUN EAST KIMMOUTH, NH 61121",0.87,updated,+10664218607,0.825,updated,orthopedics,1.0,confirmed,18768061043,0.95,confirmed,0.9289999999999999
PRV_089,George Waller,1.0,confirmed,"4919 KATHY ISLE GARCIATOWN, NY 39998",0.81,updated,599-583-0041,0.71,updated,dermatology,1.0,confirmed,11424975490,0.95,confirmed,0.8939999999999999
PRV_090,Roger Bush,1.0,confirmed,"2904 BENJAMIN CROSSING SUITE 929 ERICTON, RI 43979",0.8,updated,049.740.8272,0.61,suspect,oncology,1.0,confirmed,19356892009,0.95,confirmed,0.8720000000000001
PRV_091,Madison Wheeler,1.0,confirmed,"9581 Doyle Vista Suite 483 North Travis, NH 31849",0.79,updated,5395664068,0.71,updated,orthopedics,1.0,confirmed,18397604270,0.95,confirmed,0.89
PRV_092,Timothy Stout,1.0,confirmed,"399 SCOTT ESTATE SUITE 761 ONEILLBERG, NY 39897",0.97,confirmed,+10081183725,0.905,confirmed,emergency,1.0,confirmed,19900082461,0.3,suspect,0.835
PRV_093,Chelsea Silva,1.0,confirmed,USNS BRADLEY FPO AP 70060,0.94,confirmed,001-839-728-7609x64856,0.7,updated,pediatrics,1.0,confirmed,19171306144,0.95,confirmed,0.9179999999999999
PRV_094,Jennifer Wang,1.0,confirmed,"49379 MASON HIGHWAY LAKE TARA, VA 34250",0.9,confirmed,+18532452070,0.915,confirmed,orthopedics,1.0,confirmed,12547524498,0.3,suspect,0.8230000000000001
PRV_095,Debra Kelly,1.0,confirmed,"620 GRAY PARKWAYS WALTERSFORT, ID 33290",0.8,updated,(136)510-0171x2413,0.7050000000000001,updated,neurology,1.0,confirmed,13876671365,0.95,confirmed,0.891
PRV_096,Aimee Perez,1.0,confirmed,"6584 JULIE PLAINS SUITE 366 RYANPORT, WA 79764",0.97,confirmed,+10899834882,0.8049999999999999,updated,orthopedics,1.0,confirmed,19993738754,0.95,confirmed,0.945
PRV_097,Kathleen Cantrell,1.0,confirmed,"2492 RAMIREZ PLAINS NORTH ANDREWVIEW, OH 41912",0.89,updated,040.636.7162,0.635,suspect,emergency,1.0,confirmed,19043964856,0.95,confirmed,0.8949999999999999
PRV_098,Dominic Davis,1.0,confirmed,"0969 Harris Port Suite 386 Jacksonchester, DE 83224",0.76,updated,286.703.1820x44133,0.65,suspect,oncology,1.0,confirmed,19179875372,0.95,confirmed,0.8720000000000001
PRV_099,Tina Elliott,1.0,confirmed,"481 STONE MEADOW SUITE 478 WILLIAMSIDE, MI 12867",0.95,confirmed,(151)504-9656,0.635,suspect,cardiology,1.0,confirmed,19596267019,0.3,suspect,0.7769999999999999
PRV_100,Steven Frederick,1.0,confirmed,"9863 JENNIFER CANYON RYANTOWN, LA 79041",0.91,confirmed,808-625-9190x77792,0.685,suspect,cardiology,1.0,confirmed,14504068059,0.3,suspect,0.779
PRV_101,Thomas Williams,1.0,confirmed,"600 Matthew Landing Samueltown, MA 16518",0.76,updated,996.529.5821x907,0.6799999999999999,suspect,orthopedics,1.0,confirmed,11498497791,0.95,confirmed,0.8779999999999999
PRV_102,Samuel Cox,1.0,confirmed,"003 HORN ESTATE NORTH JEFFBOROUGH, KY 61954",0.92,confirmed,+10231058982,0.91,confirmed,emergency,1.0,confirmed,15236480352,0.95,confirmed,0.9560000000000001
PRV_103,Damon Manning,1.0,confirmed,"390 JOSEPH ISLAND PORT BARBARATON, WY 12985",0.9,confirmed,126-475-1621x703,0.665,suspect,neurology,1.0,confirmed,14297999467,0.95,confirmed,0.9029999999999999
PRV_104,Peter Ramirez,1.0,confirmed,"17471 LEE SHORES PORT JOSHUA, IL 83434",0.96,confirmed,5037313997,0.655,suspect,cardiology,1.0,confirmed,19441904279,0.95,confirmed,0.9129999999999999
PRV_105,Kristen Duke,1.0,confirmed,"07598 MARSHALL ROAD SOUTH REBECCA, KY 38609",0.89,updated,282-178-4166x61558,0.6599999999999999,suspect,emergency,1.0,confirmed,17820089707,0.95,confirmed,0.9
PRV_106,Joseph Burgess,1.0,confirmed,"17945 Green Well Suite 565 Fowlerstad, OR 02552",0.78,updated,001-650-685-2138,0.71,updated,oncology,1.0,confirmed,11524729150,0.95,confirmed,0.8879999999999999
PRV_107,Rachel Cooper,1.0,confirmed,"931 BAKER RAMP APT. 766 EAST SETH, KY 90817",0.83,updated,001-422-127-0001x18311,0.725,updated,neurology,1.0,confirmed,11884261102,0.95,confirmed,0.901
PRV_108,Kara Washington,1.0,confirmed,"254 TURNER SUMMIT KATHLEENBERG, MO 46756",0.83,updated,+12265323581,0.9199999999999999,confirmed,pediatrics,1.0,confirmed,13817105621,0.95,confirmed,0.9400000000000001
PRV_109,James Shaw,1.0,confirmed,"00615 SCHMIDT MEADOWS SUITE 326 LAKE MATTHEWSTAD, SC 73433",0.81,updated,088-284-5793,0.62,suspect,dermatology,1.0,confirmed,18377442906,0.95,confirmed,0.876
PRV_110,Courtney Dixon,1.0,confirmed,"402 Moody Mill Amberchester, NY 73103",0.78,updated,242-191-4921x0347,0.63,suspect,oncology,1.0,confirmed,19386281442,0.95,confirmed,0.8720000000000001
PRV_111,Traci Richards,1.0,confirmed,"665 JARED LODGE SUITE 336 EAST STACEY, MN 47426",0.83,updated,483-991-1856x6055,0.65,suspect,pediatrics,1.0,confirmed,17409618518,0.95,confirmed,0.8859999999999999
PRV_112,Kimberly Stokes,1.0,confirmed,"94008 CINDY SPRINGS SUITE 617 EAST CHRISTINABOROUGH, WA 08547",0.94,confirmed,867-214-9282x173,0.645,suspect,oncology,1.0,confirmed,18075185816,0.3,suspect,0.7769999999999999
PRV_113,Michael Webb,1.0,confirmed,"3383 ANDREW CIRCLES NEW BRYANBURGH, DE 99317",0.96,confirmed,678-524-5284x981,0.615,suspect,orthopedics,1.0,confirmed,18326430489,0.95,confirmed,0.905
PRV_114,Mary Turner,1.0,confirmed,"557 JOY MILL APT. 939 LEEVIEW, NH 51869",0.96,confirmed,849.389.2668,0.72,updated,cardiology,1.0,confirmed,14239604626,0.95,confirmed,0.9259999999999999
PRV_115,Elizabeth Marquez,1.0,confirmed,"47557 LOGAN CAUSEWAY APT. 728 LAKE ELIZABETH, NY 70391",0.82,updated,+14920905391,0.88,updated,dermatology,1.0,confirmed,18356301190,0.3,suspect,0.8
PRV_116,Barbara Johnson,1.0,confirmed,"7357 RACHEL COVES APT. 310 WILLIAMSTON, AZ 35901",0.83,updated,859-944-1524x1980,0.72,updated,neurology,1.0,confirmed,14358107318,0.95,confirmed,0.9
PRV_117,Nathaniel Roberts,1.0,confirmed,"PSC 3017, BOX 3917 APO AA 16644",0.83,updated,(176)947-2744x7131,0.62,suspect,oncology,1.0,confirmed,16974311253,0.95,confirmed,0.8800000000000001
PRV_118,Breanna Taylor,1.0,confirmed,"759 RODRIGUEZ PORTS APT. 654 DIANALAND, NV 87714",0.86,updated,(651)652-1141,0.61,suspect,neurology,1.0,confirmed,18850463084,0.95,confirmed,0.884
PRV_119,Christopher Wilkinson,1.0,confirmed,"6690 MATTHEWS PLACE EAST EMILY, PA 87201",0.9,confirmed,3113795156,0.7,updated,oncology,1.0,confirmed,15724683568,0.95,confirmed,0.9099999999999999
PRV_120,John Hanna,1.0,confirmed,"8630 NELSON ISLE EAST MARGARET, CA 45636",0.91,confirmed,885.593.6288,0.6699999999999999,suspect,pediatrics,1.0,confirmed,12111275739,0.95,confirmed,0.906
PRV_121,Jennifer Saunders,1.0,confirmed,"64205 MELISSA TRAIL PHILLIPSIDE, MS 80773",0.82,updated,+15220236250,0.9,confirmed,emergency,1.0,confirmed,12148079222,0.95,confirmed,0.9339999999999999
PRV_122,Stacey Macias,1.0,confirmed,"5530 KELLY HARBOR ROBINSONBERG, MA 31591",0.88,updated,349-540-2270,0.6799999999999999,suspect,emergency,1.0,confirmed,19620030613,0.95,confirmed,0.9019999999999999
